"so_domain","so_nbr","so_ship","sod_line","sod_site","sod_due_date","sod_qty_ord","sod_price","sod_disc_pct","ad_name_src","ad_line1_src","ad_line2_src","ad_city_src","ad_state_src","ad_zip_src","ad_county_src","ad_ctry_src","ad_country_src","ad_name_dest","ad_line1_dest","ad_line2_dest","ad_city_dest","ad_state_dest","ad_zip_dest","ad_county_dest","ad_ctry_dest","ad_country_dest"
"22uk","SO081514","12C1001",2,"22-200",08/25/15,150,106.7,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081514","12C1001",3,"22-200",08/25/15,150,49.9356,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081514","12C1001",4,"22-200",08/25/15,150,48.015,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081514","12C1001",5,"22-200",08/25/15,150,35.8512,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081514","12C1001",6,"22-200",08/25/15,150,533.5,50,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",1,"22-300",08/25/15,120,172.66194,10,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",2,"22-300",08/25/15,120,172.66194,10,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",3,"22-300",08/25/15,120,307.296,10,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",4,"22-300",08/25/15,120,307.296,10,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",5,"22-300",08/25/15,120,6402,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081515","12C1002A",6,"22-400",08/25/15,500,27.5286,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Commercial Mexicana Supermarket","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"22uk","SO081516","20C1001",1,"22-400",08/25/15,500,1.5609,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Bon Marche","Rue Nicolas Appert","","Vileneuve D'Ascp","","59650","","FR","FRANCE"
"22uk","SO081517","21C1001",1,"22-100",08/25/15,2,3025,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081517","21C1001",2,"22-100",08/25/15,2,7949.7,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081517","21C1001",3,"22-100",08/25/15,2,3025,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081517","21C1001",4,"22-100",08/25/15,2,7949.7,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081517","21C1001",5,"22-100",08/25/15,75,69.0668,5.65289256,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081517","21C1001",6,"22-100",08/25/15,75,36.3968,10.20895522,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Hospital Equipment Services","Ijsselkade 20","","Kampen","","8261 AB","","NL","NL"
"22uk","SO081518","20C1002",1,"22-300",08/25/15,37,13.5036,7,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"22uk","SO081518","20C1002",2,"22-300",08/25/15,25,12.367047,7,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"22uk","SO081518","20C1002",3,"22-300",08/25/15,40,24.19395,7,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","BGM","20 Rue Gauthey","","Paris","","75017","","FR","FR"
"22uk","SO081520","22C1000",1,"22-200",08/25/15,165,1.75,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081520","22C1000",2,"22-200",08/25/15,165,5,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081520","22C1000",3,"22-200",08/25/15,165,2.34,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081520","22C1000",4,"22-200",08/25/15,165,2.25,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081520","22C1000",5,"22-200",08/25/15,165,1.68,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081520","22C1000",6,"22-200",08/25/15,165,25,50,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"22uk","SO081521","22C1001",1,"22-300",08/25/15,37,11.4,5,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"22uk","SO081521","22C1001",2,"22-300",08/25/15,25,10.4405,5,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"22uk","SO081521","22C1001",3,"22-300",08/25/15,25,20.425,5,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Teasdale Hospital Equipment","120 Mentor Hse","","Cheshire","","SK30DY","","GB","GB"
"22uk","SO081522","30C1000A",1,"22-300",08/25/15,187,77.767096,12,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081522","30C1000A",2,"22-300",08/25/15,187,77.767096,12,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081522","30C1000A",3,"22-300",08/25/15,187,138.4064,12,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081522","30C1000A",4,"22-300",08/25/15,187,138.4064,12,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081522","30C1000A",5,"22-300",08/25/15,187,2949,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Chaobao Cleaning Products","40 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",1,"22-200",08/25/15,60,17.2025,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",2,"22-200",08/25/15,60,49.15,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",3,"22-200",08/25/15,60,23.0022,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",4,"22-200",08/25/15,60,22.1175,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",5,"22-200",08/25/15,60,16.5144,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081523","30C1002",6,"22-200",08/25/15,60,245.75,50,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22uk","SO081524","30C1003",1,"22-400",08/25/15,625,12.6807,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Nantong Foods","953 Hongqiao Road","","Shanhai","","200051","SH","CN","CHINA"
"22uk","SO081525","31C1001",1,"22-400",08/25/15,1000,1.9479,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Sanitarium Health Food Co.","Market Street 55","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",1,"22-300",08/25/15,375,10.85992,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",2,"22-300",08/25/15,375,10.85992,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",3,"22-300",08/25/15,375,19.328,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",4,"22-300",08/25/15,375,19.328,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",5,"22-300",08/25/15,375,453,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081526","31C1002",6,"22-400",08/25/15,1750,1.9479,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Woolworths Ltd","Pitt Street","","Sydney","","NSW2000","","AU","AUSTRALIA"
"22uk","SO081527","23C1000",1,"22-300",08/25/15,1325,3.872,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Uniklinik Heidelberg","Calwerstrasse 3","","Heidelberg","","69120","","DE","GERMANY"
"22uk","SO081527","23C1000",2,"22-300",08/25/15,1325,4.84,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Uniklinik Heidelberg","Calwerstrasse 3","","Heidelberg","","69120","","DE","GERMANY"
"22uk","SO081527","23C1000",3,"22-300",08/25/15,1325,5.808,20,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Uniklinik Heidelberg","Calwerstrasse 3","","Heidelberg","","69120","","DE","GERMANY"
"22uk","SO081528","23C1001",1,"22-200",08/25/15,3000,2.1175,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","ABC Automotive","Ettlinger Strasse 26","","Ingolstadt","","85057","","DE","GERMANY"
"22uk","SO081528","23C1001",2,"22-200",08/25/15,3000,6.05,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","ABC Automotive","Ettlinger Strasse 26","","Ingolstadt","","85057","","DE","GERMANY"
"22uk","SO081528","23C1001",3,"22-200",08/25/15,3000,2.8314,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","ABC Automotive","Ettlinger Strasse 26","","Ingolstadt","","85057","","DE","GERMANY"
"22uk","SO081528","23C1001",4,"22-200",08/25/15,3000,2.7225,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","ABC Automotive","Ettlinger Strasse 26","","Ingolstadt","","85057","","DE","GERMANY"
"22uk","SO081528","23C1001",5,"22-200",08/25/15,3000,2.0328,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","ABC Automotive","Ettlinger Strasse 26","","Ingolstadt","","85057","","DE","GERMANY"
"22uk","SO081529","23C1002",1,"22-500",08/25/15,300,7.2479,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Maier GimbH","Hardfeld 112","","Franfurt","","60594","","DE","GERMANY"
"22uk","SO081529","23C1002",2,"22-500",08/25/15,300,9.6558,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Maier GimbH","Hardfeld 112","","Franfurt","","60594","","DE","GERMANY"
"22uk","SO081529","23C1002",3,"22-500",08/25/15,300,16.8795,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Maier GimbH","Hardfeld 112","","Franfurt","","60594","","DE","GERMANY"
"22uk","SO081530","40C1000",1,"22-200",08/25/15,750,15.80523,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Black Electronica","Av. Paulista","800","Sao Paulo","","04367-070","","BR","BRAZIL"
"22uk","SO081530","40C1000",2,"22-200",08/25/15,750,7.11235,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Black Electronica","Av. Paulista","800","Sao Paulo","","04367-070","","BR","BRAZIL"
"22uk","SO081531","40C1001",1,"22-400",08/25/15,500,4.07775,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Bebidas da Amazonia Ltda","Av. Autaz Mirim","1381","Manaus","","69075-830","","BR","BRAZIL"
"22uk","SO081532","40C1002",1,"22-500",08/25/15,325,18.93466,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Genese Produtos Farmaceuticos Ltda","Rua Prof Maria do Carmos","60","Sao Loureno","","37470-000","","BR","BRAZIL"
"22uk","SO081532","40C1002",2,"22-500",08/25/15,325,25.22515,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Genese Produtos Farmaceuticos Ltda","Rua Prof Maria do Carmos","60","Sao Loureno","","37470-000","","BR","BRAZIL"
"22uk","SO081532","40C1002",3,"22-500",08/25/15,325,44.09659,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Genese Produtos Farmaceuticos Ltda","Rua Prof Maria do Carmos","60","Sao Loureno","","37470-000","","BR","BRAZIL"
"22UK","SO121099","10C1003",1,"22-100",12/15/10,5,10660.47915,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"22UK","SOEAM100","10C1001",1,"22-100",04/28/15,1,100000,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"22UK","SOEAM100","10C1001",2,"22-100",04/28/15,1,100000,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"22UK","TRANS1","30C1002",1,"22-200",04/28/15,0,276.77573,50,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Namaka Motor Company","24 Naycn","","Shanghai","","200000","","CN","CHINA"
"22UK","TRANS2","20C1000",1,"22-200",?,0,57.65348,0,"QMI-UK Division","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM","Autoliv France SNC","2 Rue Villaret De Joyeuse","","Paris","","75017","","FR","FRANCE"
"23GER","AUTO1","12C1001",1,"23-200",04/28/15,0,453.259145,50,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Cooper Automotive De Mexico","Poinente 150 No. 956","","Mexico City","","02300","","MX","MEXICO"
"23GER","AUTO2","22C1000",1,"23-200",?,0,43.36252,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Auto-Plas International","90 Main Road","","Essex","","SS54JH","","GB","UNITED KINGDOM"
"23GER","CS100021","21C1002",1,"23-400",08/25/12,0,1.29,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Van Hess Foods International","Transito 1","","Babberich","","6909DA","","NL","NETHERLANDS"
"23GER","CS100022","21C1002",1,"23-400",09/25/12,0,1.29,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Van Hess Foods International","Transito 1","","Babberich","","6909DA","","NL","NETHERLANDS"
"23ger","SO021590","10C1002",1,"23-200",02/07/15,200,2.26391,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23ger","SO021590","10C1002",2,"23-200",02/07/15,200,6.46831,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23ger","SO021590","10C1002",3,"23-200",02/07/15,200,3.02717,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23ger","SO021590","10C1002",4,"23-200",02/07/15,200,2.91074,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23ger","SO021590","10C1002",5,"23-200",02/07/15,200,2.17335,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23ger","SO021590","10C1002",6,"23-200",02/07/15,10000,32.341525,50,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"23GER","SO031191","31C1003",1,"23-400",05/09/15,1500,2.01962,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Sanitarium Health Food Co.","Market Street 55","","Sydney","","NSW2000","","AU","AUSTRALIA"
"23ger","SO031501","10C1000A",1,"23-300",03/25/15,100,10.4670116429,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031501","10C1000A",2,"23-300",03/25/15,100,10.4670116429,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031501","10C1000A",3,"23-300",03/25/15,100,18.6287192755,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031501","10C1000A",4,"23-300",03/25/15,100,18.628722,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031501","10C1000A",5,"23-300",03/25/15,100,388.09832,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031501","10C1000A",6,"23-400",03/25/15,100,1.66882,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart"," 3 Bishop Court","","Morristown","NJ","07960","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",1,"23-300",03/25/15,100,10.4670116429,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",2,"23-300",03/25/15,100,10.4670116429,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",3,"23-300",03/25/15,100,18.6287192755,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",4,"23-300",03/25/15,100,18.628722,10,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",5,"23-300",03/25/15,100,388.09832,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031502","10C1000C",6,"23-400",03/25/15,100,1.66882,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","54 Main Street","","SanDiego","CA","95092","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",1,"23-300",03/25/15,125,10.2344113842,12,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",2,"23-300",03/25/15,125,10.2344113842,12,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",3,"23-300",03/25/15,125,18.2147477361,12,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",4,"23-300",03/25/15,125,18.2147504,12,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",5,"23-300",03/25/15,125,388.09832,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031503","10C1000D",6,"23-400",03/25/15,125,1.66882,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","Wal-Mart","30 Park City Street","","Park City","UT","879045","","USA","USA - TAX PURPOSE"
"23ger","SO031504","10C1001",1,"23-100",03/25/15,4,3234.15265,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031504","10C1001",2,"23-100",03/25/15,4,8499.35317,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031504","10C1001",3,"23-100",03/25/15,150,68.8227684346,12.0661157,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031504","10C1001",4,"23-100",03/25/15,150,35.6403622251,17.7612025,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031505","10C1001",1,"23-300",03/25/15,75,12.4191461837,20,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031505","10C1001",2,"23-300",03/25/15,125,11.3738680466,20,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031505","10C1001",3,"23-300",03/25/15,80,22.2509702458,20,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031505","10C1001",4,"23-500",03/25/15,400,7.74903,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"23ger","SO031505","10C1001",5,"23-500",03/25/15,400,10.32342,0,"QMI German Division","Walther-Cronberg Platz 12","","Franfurt","","60594","","DE","GERMANY","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
